rank,name,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
201-225,Bilkent University,-,27.9,22.3,60.8,29.4,48.5
276-300,Istanbul Technical University,-,25.1,18.2,48.9,99.1,18.9
276-300,Middle East Technical University,-,37.0,28.9,35.1,43.2,23.5
301-350,Boğaziçi University,-,24.5,19.7,45.7,34.7,36.2
