rank,name,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
201-225,Middle East Technical University,-,50.8,46.0,44.6,50.6,28.0
226-250,Bilkent University,-,34.7,30.5,60.1,39.9,42.0
226-250,Koç University,-,20.4,22.3,79.2,37.9,52.8
276-300,Boğaziçi University,-,35.4,33.9,48.1,38.4,36.7
276-300,Istanbul Technical University,-,34.9,25.5,52.9,98.0,20.8
