rank,name,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
85,Middle East Technical University,56.6,45.5,36.9,92.0,55.2,38.7
139,Boğaziçi University,51.1,28.5,27.6,96.8,47.7,54.1
165,Istanbul Technical University,48.1,30.2,36.9,79.7,51.1,37.3
182,Sabancı University,46.9,26.0,27.1,88.5,42.9,44.6
201-225,Bilkent University,-,28.0,27.7,76.0,46.4,44.6
301-350,Koç University,-,21.6,24.4,58.5,50.6,49.8
