rank,name,sehir,article,citation,total_document,phd_score,faculty,international_collaboration,domestic_collaboration,tubitak,total
30,SAKARYA ÜNİVERSİTESİ,Sakarya,133.79,138.84,134.05,121.19,39.18,72.9,53.53,103.14,796.6
31,İNÖNÜ ÜNİVERSİTESİ,Malatya,128.61,129,133.31,135.9,51.23,62.2,57.67,89.32,787.25
32,ÇANKAYA ÜNİVERSİTESİ,Ankara,163.67,184.15,165.06,31.82,28.62,109.98,40.18,54.07,777.56
33,KOCAELİ ÜNİVERSİTESİ,Kocaeli,129.21,129.53,132.34,113.05,43.28,73.14,51.39,102.67,774.61
34,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,İzmir,130.4,127.37,138.85,88.47,61.28,67.97,65.92,92.57,772.83
35,Bu Üniversite  27. Sıraya Yükselmiştir.,-,-,-,-,-,-,-,-,-,-
36,SÜLEYMAN DEMİREL ÜNİVERSİTESİ,Isparta,118.2,130.4,124.59,123.25,48.49,68.92,49.92,101.4,765.18
37,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,Ankara,120.68,122.59,129.41,125.55,55.01,64.18,60.7,86.11,764.22
38,İSTANBUL MEDENİYET ÜNİVERSİTESİ,İstanbul,119.82,137.17,133.65,90.27,57.97,72.77,57.77,88.64,758.05
39,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,Van,118.49,126.39,124.51,111.6,69.94,68.66,49.49,84.43,753.5
40,İSTANBUL MEDİPOL ÜNİVERSİTESİ,İstanbul,125.74,123.01,125.45,100.68,36.5,74.94,52.3,110.38,749
41,GAZİANTEP ÜNİVERSİTESİ,Gaziantep,119.03,127.84,131.82,103.84,41.76,67.44,52.8,90.96,735.49
42,NECMETTİN ERBAKAN ÜNİVERSİTESİ,Konya,125.15,128.52,128.66,113.89,48.05,56.39,53.07,80.95,734.68
43,MERSİN ÜNİVERSİTESİ,Mersin,121.08,124.5,129.6,98.05,43.52,67.7,51.1,94.3,729.85
44,ANADOLU ÜNİVERSİTESİ,Eskişehir,86.86,126.38,110.89,151,50,64.59,41.51,86.33,717.56
45,YEDİTEPE ÜNİVERSİTESİ,İstanbul,111.82,115.95,117.41,115.93,34.59,69.3,46.02,101.48,712.49
46,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Bolu,100.26,124.86,115.92,93.04,55.99,67.54,45.04,109.73,712.39
47,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,Eskişehir,115.24,113.95,111.51,107.94,54.12,62.29,43.51,102.78,711.33
48,PAMUKKALE ÜNİVERSİTESİ,Denizli,111.42,113.66,125.15,101.24,58.44,53.73,49.86,92.97,706.47
49,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,Ankara,102.09,119.3,131.21,65.27,57.79,69.99,45,114.88,705.53
50,ABDULLAH GÜL ÜNİVERSİTESİ,Kayseri,116.54,136.07,118.39,62.76,40.87,68.77,41.79,120.26,705.46
51,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,Manisa,116.78,124.93,120.82,89.01,51.01,66.55,48.55,87.49,705.14
52,RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,Rize,113.26,122.1,119.88,66.28,70.73,61.69,50.21,100.26,704.41
53,BAŞKENT ÜNİVERSİTESİ,Ankara,121.44,115.61,133.36,100.83,76.91,67.45,53.99,34.7,704.3
54,SİVAS CUMHURİYET ÜNİVERSİTESİ,Sivas,124.08,124.87,121.47,82.4,50.18,70.07,46.03,84.77,703.88
55,HARRAN ÜNİVERSİTESİ,Şanlıurfa,114.78,128.37,120.79,88.84,55.1,65.88,49.29,78.88,701.92
56,DÜZCE ÜNİVERSİTESİ,Düzce,121.79,130.33,123.67,83.23,47.42,67.85,49.59,73.84,697.74
57,İSTİNYE ÜNİVERSİTESİ,İstanbul,155.17,116.5,119.71,51.42,48.88,74.98,50.21,75.31,692.18
58,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,Muğla,99.33,112.84,118.34,89.63,48.12,65.6,46.56,107.19,687.61
59,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Aydın,91.62,106.53,112.19,103.58,58.55,61.99,43.93,108.49,686.89
60,KARABÜK ÜNİVERSİTESİ,Karabük,116.68,126.07,114.49,106.38,33.9,65.15,44.72,79,686.39
61,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,Çanakkale,109.17,108.49,109.63,92.73,58.76,58.58,41.33,105.11,683.79
62,KONYA TEKNİK ÜNİVERSİTESİ,Konya,113.56,115.8,108.78,102.98,51.18,52.35,43.06,92.86,680.57
63,ÖZYEĞİN ÜNİVERSİTESİ,İstanbul,107.99,119.03,130.12,66.27,34.76,75.53,35.4,110.99,680.1
64,BAHÇEŞEHİR ÜNİVERSİTESİ,İstanbul,120.09,130.99,129.39,77.66,12.71,76.55,48.67,81.03,677.08
65,KADİR HAS ÜNİVERSİTESİ,İstanbul,116.4,109.46,110.43,82.58,32.88,67.37,34.52,123.05,676.69
66,BİNGÖL ÜNİVERSİTESİ,Bingöl,106.98,129.36,122.69,65.61,60.86,61.8,47.41,81,675.71
67,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,Niğde,105.97,118.94,111.13,80.25,52.05,65.18,42.01,95.08,670.63
68,KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,Kahramanmaraş,99.78,105.12,116,95.32,57.45,47.43,48.42,85.64,655.17
69,ATILIM ÜNİVERSİTESİ,Ankara,110.39,124.73,116.91,63.9,40.19,73.14,44.01,81.83,655.1
70,AFYON KOCATEPE ÜNİVERSİTESİ,Afyon,108.61,109.42,113.53,87.68,46.97,53.32,45.71,82.37,647.61
71,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,Tekirdağ,107.84,110.74,115.71,62.05,55.85,51.16,48.63,89.75,641.72
72,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,Karaman,108.06,121.71,111.65,41.26,70.61,60.92,39.02,88.29,641.5
73,BURSA TEKNİK ÜNİVERSİTESİ,Bursa,109.58,120.8,109.24,66.63,33.95,59.26,44.49,96.72,640.67
74,TRAKYA ÜNİVERSİTESİ,Trakya,101.57,122.71,114.3,95.02,47.47,54.2,43.43,61.65,640.36
75,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,Adana,106.22,116.26,107.38,55.93,64.38,55.75,43.44,88.8,638.17
76,BARTIN ÜNİVERSİTESİ,Bartın,122.83,128.71,116.45,29.35,46.17,65.84,47.3,79.46,636.11
77,AKSARAY ÜNİVERSİTESİ,Aksaray,105.59,118.12,110.39,54.76,56.71,53.64,44.89,83.72,627.82
78,HASAN KALYONCU ÜNİVERSİTESİ,Gaziantep,104.41,113.47,103.63,98.4,28.81,63.78,41.45,70.76,624.72
79,KIRIKKALE ÜNİVERSİTESİ,Kırıkkale,93.7,115.01,115.09,95.73,47.39,52.49,47.84,56.14,623.39
80,HİTİT ÜNİVERSİTESİ,Çorum,105.56,119.7,120.61,68.83,59.47,58.22,54.74,35.98,623.12
81,KASTAMONU ÜNİVERSİTESİ,Kastamonu,107.84,118.4,107.18,85.38,51.94,61.4,43.29,45.91,621.34
82,ERZURUM TEKNİK ÜNİVERSİTESİ,Erzurum,109.29,109.36,97.73,60.44,66.81,55.02,40.03,79.32,617.99
83,BİRUNİ ÜNİVERSİTESİ,İstanbul,126.19,119.28,109.32,48.96,51.6,70.24,44.15,46.75,616.5
84,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Tokat,99.84,115.51,114.1,77.55,56.42,52.23,43.72,53,612.38
85,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,Isparta,98.36,73.51,86.36,88.36,90.98,36.89,34.82,102.69,611.96
86,İSKENDERUN TEKNİK ÜNİVERSİTESİ,İskenderun,105.96,134.14,109.06,50.15,39,59,44.08,69.69,611.08
87,ORDU ÜNİVERSİTESİ,Ordu,102.81,112.73,111.61,64.7,63.94,52.92,47.05,54.93,610.69
88,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,Zonguldak,108.77,117.78,114.23,56.92,49.31,51.69,46.3,65.62,610.61
89,YOZGAT BOZOK ÜNİVERSİTESİ,Yozgat,104.62,126.58,120.72,31.99,49.58,65.82,50.17,59.35,608.84
90,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ,Erzincan,95.38,113.2,114.5,60.17,65.94,39.53,48.04,68.78,605.55
91,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Hatay,93.65,102.45,110.05,64.99,57.57,48.62,45.95,81.35,604.63
92,DİCLE ÜNİVERSİTESİ,Diyarbakır,99.98,101.18,110.85,104.74,50.17,50.81,48.28,37.29,603.29
93,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ,Burdur,94.2,103.93,99.11,74.53,47.18,47.83,42.21,86.9,595.89
94,BALIKESİR ÜNİVERSİTESİ,Balıkesir,92.07,109.34,108.18,73.51,56.48,49.9,45.77,56.7,591.94
95,ADIYAMAN ÜNİVERSİTESİ,Adıyaman,105.83,115.66,124.48,23.09,69.54,62.71,49.34,39.69,590.33
96,ÇANKIRI KARATEKİN ÜNİVERSİTESİ,Çankırı,96.81,111.4,100.74,66.34,39.88,57.49,41.18,74.28,588.12
97,SİİRT ÜNİVERSİTESİ,Siirt,116.05,122.53,109.47,33.93,55.85,68.14,37.98,43.83,587.78
98,İZMİR EKONOMİ ÜNİVERSİTESİ,İzmir,96.99,110.94,109.05,26.76,48.64,63.22,41.65,88.95,586.2
99,YAŞAR ÜNİVERSİTESİ,İzmir,93.04,117.22,105.64,56.98,40.58,65.27,31.73,68.94,579.4
100,KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ,Kırşehir,95.23,110.79,111.52,39.31,60.07,51.55,47.16,61.69,577.32
101,BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,Bilecik,103.42,101.71,96.78,48.67,54.9,42.84,39.76,84.61,572.69
102,UŞAK ÜNİVERSİTESİ,Uşak,92.84,100.74,110.86,55.77,43.06,56.62,46.15,62.22,568.25
103,MUNZUR ÜNİVERSİTESİ,Tunceli,102.37,130.2,103.29,10.91,71.69,57.34,42.38,43.36,561.55
104,GİRESUN ÜNİVERSİTESİ,Giresun,95.48,106.5,113.48,54.6,70.69,46.42,42.81,29.89,559.87
105,TARSUS ÜNİVERSİTESİ,Mersin,108.64,76.86,86.11,52.6,77.84,52.55,35.11,62.18,551.89
106,KONYA GIDA VE TARIM ÜNİVERSİTESİ,Konya,87.46,118.35,91.19,17.3,51,48.43,37.49,97.28,548.52
107,OSMANİYE KORKUT ATA ÜNİVERSİTESİ,Osmaniye,104.46,112.45,96.25,41.66,54.61,54.4,38.05,45.24,547.12
108,IĞDIR ÜNİVERSİTESİ,Iğdır,95.06,110.03,95.74,36.98,58.49,53.65,40.89,55.39,546.23
109,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,Nevşehir,87.22,109.79,91.85,82.68,41.47,53.16,36.62,42.47,545.26
110,KAFKAS ÜNİVERSİTESİ,Kars,80.41,91.71,111.87,62.59,65.62,39.9,41.77,46.35,540.22
111,BAYBURT ÜNİVERSİTESİ,Bayburt,90.81,110.39,91.57,26,57.59,49.77,39.65,65.19,530.98
112,SİNOP ÜNİVERSİTESİ,Sinop,85.88,112.49,113.68,6.67,68.84,53.35,41.44,40.01,522.37
113,İSTANBUL BİLGİ ÜNİVERSİTESİ,İstanbul,84.27,110.1,129.73,32.81,0.1,66.91,30.61,67.77,522.3
114,ALTINBAŞ ÜNİVERSİTESİ,İstanbul,83.26,94.31,93.63,78.35,31.61,57.81,36.44,45.83,521.24
115,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,İstanbul,84.31,88.18,87.68,112.14,13.02,55.12,30.44,50.14,521.02
116,YALOVA ÜNİVERSİTESİ,Yalova,76.06,96.5,81.35,78.54,43.18,35.73,31.47,74.35,517.18
117,ARTVİN ÇORUH ÜNİVERSİTESİ,Artvin,80.38,101.69,91.85,25.38,71.55,44.29,38.68,61.66,515.48
118,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,Sakarya,90.77,84.83,78.13,73.38,43.94,45.21,32.62,64.64,513.52
119,GALATASARAY ÜNİVERSİTESİ,İstanbul,37.51,100.25,82.11,112.07,57.52,39.03,21.63,59.3,509.43
120,TED ÜNİVERSİTESİ,Ankara,91.48,93.98,93.08,3.37,42.85,55.14,34.13,86.6,500.63
121,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,Kütahya,74.02,103.4,86.86,69.63,32.27,42.97,35.87,54.78,499.8
122,ANTALYA BİLİM ÜNİVERSİTESİ,Antalya,85.05,111.77,86.17,2.3,55.26,57.38,28.42,69.87,496.23
123,İBN HALDUN ÜNİVERSİTESİ,İstanbul,60.43,94.4,70.47,104.97,65.29,51.97,12.38,34.6,494.51
124,İSTANBUL TİCARET ÜNİVERSİTESİ,İstanbul,105.87,76.02,80.98,108.18,20.24,56.18,27.62,16.34,491.44
125,ARDAHAN ÜNİVERSİTESİ,Ardahan,91.61,116.77,90.48,26.51,70.13,52.83,39.61,0.2,488.13
126,MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,Malaya,100.68,78.44,78.94,16.87,96,31.71,37.88,46.53,487.04
127,İSTANBUL AREL ÜNİVERSİTESİ,İstanbul,61.42,89.47,79.65,89.84,58.64,59.16,29.01,11.7,478.89
128,İSTANBUL OKAN ÜNİVERSİTESİ,İstanbul,54.82,77.96,77.61,98.84,49.62,44.05,33.31,42.53,478.73
129,İSTANBUL AYDIN ÜNİVERSİTESİ,İstanbul,82.13,77.39,112.08,66.55,33.24,42.47,35.42,27.7,476.98
130,GÜMÜŞHANE ÜNİVERSİTESİ,Gümüşhane,75.82,96.69,92.61,47.23,48.8,37.75,40.26,35.64,474.8
131,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,Ağrı,81.61,113.82,87.65,15.8,51.24,52.43,37.79,30.88,471.23
132,İSTANBUL GELİŞİM ÜNİVERSİTESİ,İstanbul,89.01,125.8,90.7,34.97,22.23,67.02,30.88,7.33,467.95
133,DEMİROĞLU BİLİM ÜNİVERSİTESİ,İstanbul,60.58,105.99,102.62,2.48,92.19,52.74,49.24,0.2,466.04
134,AMASYA ÜNİVERSİTESİ,Amasya,86.91,86.87,95.09,15.47,78.6,36.3,42.38,19.42,461.06
135,MUŞ ALPARSLAN ÜNİVERSİTESİ,Muş,95.67,110.39,96.1,14.53,61.17,44.41,38.17,0.2,460.64
136,ÜSKÜDAR ÜNİVERSİTESİ,İstanbul,65.45,113.92,82.63,62.14,24.24,60.61,31.47,19.99,460.46
137,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ,Antalya,81.9,78.79,89.58,20.92,42.27,37.35,38.98,70.66,460.44
138,PİRİ REİS ÜNİVERSİTESİ,İstanbul,62.43,86.68,117.23,26.84,40.54,38.9,34.92,41.98,449.52
139,KTO KARATAY ÜNİVERSİTESİ,Konya,80.58,88.76,98.36,25.37,27.96,41.3,37.71,49.08,449.12
140,BİTLİS EREN ÜNİVERSİTESİ,Bitlis,79.37,89.28,92.66,13.64,65.8,47.29,36.91,23.05,448
141,KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,Kütahya,81.76,60.53,89.52,13.39,82.97,22.37,42.12,54,446.68
142,IŞIK ÜNİVERSİTESİ,İstanbul,66.45,82.81,85.94,44.04,16.31,50.92,29.64,68.08,444.19
143,KAYSERİ ÜNİVERSİTESİ,Kayseri,88.15,72.44,61.99,47.24,68.16,16.78,30.38,57.83,442.96
144,TÜRK-ALMAN ÜNİVERSİTESİ,İstanbul,77.57,98.81,80.71,28.26,33.09,56.24,21.84,45.63,442.17
145,MALTEPE ÜNİVERSİTESİ,İstanbul,51.89,69.12,74.49,96.11,60.8,32.96,31.73,20.35,437.45
146,BATMAN ÜNİVERSİTESİ,Batman,83.34,92.33,81.41,31.62,61.68,35.63,33.06,17.36,436.44
147,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,İstanbul,52.24,87.6,77.3,53.73,17.93,44.48,30.24,65.73,429.24
148,TÜRK HAVA KURUMU ÜNİVERSİTESİ,Ankara,76.61,112.12,91.31,9.37,23.57,50.13,38.12,23.54,424.77
149,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,İstanbul,32.6,46.48,74.75,126.1,58.9,30.25,13.99,39.94,423.02
150,İZMİR BAKIRÇAY ÜNİVERSİTESİ,,90.09,60.5,77.78,24.46,51.9,33.19,37.55,46.53,422
151,UFUK ÜNİVERSİTESİ,Ankara,78.44,73.72,102.2,10.23,55.92,36.52,51.69,11.96,420.69
152,MEF ÜNİVERSİTESİ,İstanbul,75.19,85.65,79.52,2.58,24.98,50.49,28.1,71.04,417.56
153,KIRKLARELİ ÜNİVERSİTESİ,Kırklareli,69.78,81.83,77.08,15.62,55.26,36.21,31.35,49.04,416.18
154,LOKMAN HEKİM ÜNİVERSİTESİ,ANkara,71.8,58.88,66.74,49.87,82.27,24.03,34.54,26.36,414.49
155,NİŞANTAŞI ÜNİVERSİTESİ,İstanbul,110.87,89.74,76.44,10.7,15.27,64.74,24.06,20.81,412.63
156,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ,Balıkesir,87.63,75.7,72.62,30.85,47.87,39.26,30.52,28.08,412.53
157,YÜKSEK İHTİSAS ÜNİVERSİTESİ,Ankara,56.73,130.37,61.42,0.2,99,24.89,29.92,9,411.53
158,ÇAĞ ÜNİVERSİTESİ,Mersin,58.39,148.68,87.32,18.79,15.71,58.2,15.93,0.2,403.22
159,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,Afyon,81.69,60.64,78.08,6.27,83.42,27.21,35.99,28.18,401.49
160,ŞIRNAK ÜNİVERSİTESİ,Şırnak,60.78,61.39,82.56,19.48,70.11,26.69,21.39,58.96,401.37
161,KİLİS 7 ARALIK ÜNİVERSİTESİ,Kilis,52.21,93.71,80.59,10.94,44.96,37,34.7,41.27,395.38
162,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,Ankara,41.22,45.49,51.94,141.29,35.18,18.56,20.32,34.84,388.84
163,İZMİR DEMOKRASİ ÜNİVERSİTESİ,İzmir,79.57,62.36,80.52,14.13,27.37,32.5,39.25,52.44,388.14
164,DOĞUŞ ÜNİVERSİTESİ,İstanbul,75.43,80.91,75.64,22.1,31.98,55.73,26.37,16.05,384.2
165,HAKKARİ ÜNİVERSİTESİ,Hakkari,61.89,80.3,69.63,0.2,90.11,38.57,28.52,0.2,369.42
166,TRABZON ÜNİVERSİTESİ,Trabzon,35.03,45.14,54.66,74.41,48.97,12.47,21.65,69.55,361.87
167,BEYKENT ÜNİVERSİTESİ,İstanbul,48.64,67.54,86.36,49.79,37.79,31.34,29.39,7.29,358.15
168,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,Ankara,32.44,50.81,57.12,74.39,62.18,26.08,15.68,33.52,352.2
169,İSTANBUL GEDİK ÜNİVERSİTESİ,İstanbul,65.51,57.71,65.25,60.94,33.48,34.02,29.57,0.2,346.69
170,SANKO ÜNİVERSİTESİ,Gaziantep,45.35,56.21,80.45,6.77,88.1,28.41,37.94,0.2,343.43
171,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,İstanbul,56.85,51.09,56.11,79.37,34.74,25.48,21.66,17.63,342.93
172,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,İstanbul,41.9,62.9,70.98,26.87,61.67,24.36,32.47,17.45,338.6
173,MARDİN ARTUKLU ÜNİVERSİTESİ,Mardin,54.29,72.46,68.12,27.16,44.87,30.08,26.96,0.2,324.15
174,HALİÇ ÜNİVERSİTESİ,İstanbul,58.05,58.59,59.48,48.61,24,29.39,27.1,5.08,310.3
175,KAPADOKYA ÜNİVERSİTESİ,Nevşehir,49.66,50.84,61.83,7.59,30.04,45.68,23.68,17.3,286.62
176,NUH NACİ YAZGAN ÜNİVERSİTESİ,Kayseri,57.57,52.94,63.77,2.51,46.42,14.32,28.29,16.18,282
177,TOROS ÜNİVERSİTESİ,Mersin,50.03,46.59,50.36,13.18,56.93,23.11,20.99,0.2,261.39
178,İSTANBUL KENT ÜNİVERSİTESİ,İstanbul,54.45,33.77,39.63,24.74,28.4,19.78,18.87,26.07,245.71
179,AVRASYA ÜNİVERSİTESİ,Trabzon,17.11,43.24,46.52,30.51,51.61,16.87,22.5,15.05,243.41
180,FENERBAHÇE ÜNİVERSİTESİ,İstanbul,60.5,26.89,49.94,3.89,44.7,10.73,25.65,11.51,233.8
181,İSTANBUL RUMELİ ÜNİVERSİTESİ,İstanbul,35.74,42.17,42.16,7.69,56.26,13.61,20.41,9.56,227.61
182,ANKARA MÜZİK VE GÜZEL SANATLAR ÜNİVERSİTESİ,Ankara,0.2,0.2,0.2,76.46,92.49,0.12,0.08,21.2,190.96
183,İSTANBUL ESENYURT ÜNİVERSİTESİ,İstanbul,29.7,37.43,38.92,0.2,41.61,18.57,15.97,0.2,182.6
184,İSTANBUL TOPKAPI ÜNİVERSİTESİ,İstanbul,27.2,27.07,25.59,21.54,34.04,15.26,8.13,0.2,159.02
185,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,Alanya,0.2,33.56,20.37,0.2,79.54,5.98,5.53,0.2,145.58
186,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,İstanbul,5.53,4.51,16.66,64.49,41.18,2.51,1.51,0.2,136.6
187,BEYKOZ ÜNİVERSİTESİ,İstanbul,13.18,26.46,27.8,0.2,34.55,13.33,9.32,0.2,125.03
188,ANTALYA BELEK ÜNİVERSİTESİ,Antalya,0.2,16.99,19.61,0.2,54.22,4.9,7.35,0.2,103.67
