rank,name,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
199,Boğaziçi University,44.3,20.5,22.8,88.2,45.9,49.8
201-225,Istanbul Technical University,-,26.2,19.2,82.3,68.2,35.7
201-225,Middle East Technical University,-,39.2,30.0,56.4,57.0,31.2
226-250,Bilkent University,-,24.4,26.0,69.2,46.6,43.7
276-300,Koç University,-,16.6,17.1,72.1,41.1,57.8
