rank,name,sehir,article,citation,total_document,phd_score,faculty,international_collaboration,domestic_collaboration,tubitak,total
85,HASAN KALYONCU ÜNİVERSİTESİ,Gaziantep,89.02017969,106.3873449,92.90474503,99.43192232,29.18193539,61.42365631,37.65799183,69.97831281,585.9860883
86,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,Zonguldak,97.49019417,111.8496333,108.9310972,61.09228051,49.57908986,46.78643242,44.54577963,62.53407257,582.8085797
87,ERZURUM TEKNİK ÜNİVERSİTESİ,Erzurum,96.78471349,104.9781149,88.0375824,56.32797091,65.27523293,52.41629416,38.02228061,77.10565831,578.9478477
88,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ,Erzincan,81.79651901,113.2369451,110.2277386,51.87977721,59.96854777,39.86835414,46.25465163,71.30791371,574.5404471
89,KASTAMONU ÜNİVERSİTESİ,Kastamonu,95.08785176,110.4479321,100.1809389,83.79799725,43.57897937,55.77931151,41.78869053,37.86583428,568.5275357
90,YOZGAT BOZOK ÜNİVERSİTESİ,Yozgat,104.936983,123.0468475,116.7622905,25.87671534,49.26374486,63.978208,49.74410964,30.5129343,564.1218331
91,BALIKESİR ÜNİVERSİTESİ,Balıkesir,87.07626045,106.5172503,99.60861114,70.3916836,54.78934191,47.50872002,42.49496349,55.31573721,563.7025681
92,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ,Burdur,86.45148837,97.99716536,90.97201351,69.85893711,44.94634782,45.24175615,39.9163125,84.57560984,559.9596307
93,İZMİR EKONOMİ ÜNİVERSİTESİ,İzmir,86.4437807,106.8800134,101.148103,30.01275058,48.23838435,61.58970554,37.96107758,86.80360008,559.0774153
94,YAŞAR ÜNİVERSİTESİ,İzmir,92.47941077,107.6714606,95.99277746,65.86635408,39.03824914,60.54298154,30.41543838,64.50075295,556.507425
95,GİRESUN ÜNİVERSİTESİ,Giresun,89.41921923,102.8932478,110.901945,50.48720251,64.75297358,46.38748265,43.1277604,48.29773821,556.2675694
96,UŞAK ÜNİVERSİTESİ,Uşak,91.16478775,95.29407246,102.2180804,58.1005676,42.86286372,50.59132931,43.83080765,72.07363735,556.1361462
97,ÇANKIRI KARATEKİN ÜNİVERSİTESİ,Çankırı,95.8213598,111.5098623,95.13818274,57.43593885,33.489882,56.01694367,39.98574911,65.16566827,554.5635867
98,MUNZUR ÜNİVERSİTESİ,Tunceli,94.79966898,129.974939,98.09782498,9.798942305,75.42166377,54.21339946,42.59345854,39.90787486,544.8077719
99,İSTANBUL BİLGİ ÜNİVERSİTESİ,İstanbul,94.14459086,108.0656844,131.6583435,50.78144765,0.1,66.41205945,28.01847832,64.80988483,543.990489
100,SİİRT ÜNİVERSİTESİ,Siirt,106.1661821,114.3493886,101.3053658,24.01969313,50.13231226,61.437753,37.62575901,43.27293853,538.3093923
101,GALATASARAY ÜNİVERSİTESİ,İstanbul,50.96546788,102.7302259,75.04091817,122.783011,61.52464172,43.81120845,18.9846497,61.7726867,537.6128096
102,KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ,Kırşehir,88.62009773,109.872588,106.775227,28.85436233,60.68234149,51.28633779,46.4736268,44.33470591,536.899287
103,İSTİNYE ÜNİVERSİTESİ,İstanbul,106.3205454,87.62378493,93.48485953,15.80300351,60.73009846,57.72853473,43.66349473,66.94198142,532.2963027
104,SİNOP ÜNİVERSİTESİ,Sinop,93.169376,110.2975544,114.2437008,10.08198833,60.66670169,53.05193629,43.31874398,40.73068476,525.5606862
105,BİRUNİ ÜNİVERSİTESİ,İstanbul,116.3039577,103.5478675,91.5570042,31.83308722,56.64140464,60.97488273,39.88287524,24.28188351,525.0229627
106,KAFKAS ÜNİVERSİTESİ,Kars,73.91747005,89.93911879,111.390041,62.40231934,60.24450174,41.56293696,42.55951953,42.28647917,524.3023865
107,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,Kütahya,79.53922804,112.5330377,90.63425694,84.20851625,22.38233253,44.59350283,40.02876431,49.07663406,522.9962726
108,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,Isparta,78.48023434,54.37482147,64.53206909,91.5572118,86.04238872,29.87403267,27.43513699,85.9946737,518.2905688
109,IĞDIR ÜNİVERSİTESİ,Iğdır,95.09598703,103.9888458,83.95616061,37.73526955,61.14380637,50.9294285,38.19213054,45.75480758,516.796436
110,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,Nevşehir,80.57763482,106.6152851,84.26316398,79.03453349,37.0041178,48.73886218,36.19385296,40.68769184,513.1151422
111,YALOVA ÜNİVERSİTESİ,Yalova,73.00251608,99.26249282,73.7643871,77.56023239,44.78319622,36.46306023,30.44839594,75.92229138,511.2065722
112,ALTINBAŞ ÜNİVERSİTESİ,İstanbul,71.54284039,97.65168803,87.54721774,73.73191362,24.54423054,55.30669116,35.88434916,63.66856872,509.8774994
113,İSTANBUL AREL ÜNİVERSİTESİ,İstanbul,75.74252946,94.98106622,77.95689253,84.97434122,50.42357213,59.96074683,27.57078484,37.79037236,509.4003056
114,KONYA GIDA VE TARIM ÜNİVERSİTESİ,Konya,82.91164093,104.0765002,69.12444084,20.55638633,75.27487525,45.93873044,28.14212405,83.24123825,509.2659363
115,BAYBURT ÜNİVERSİTESİ,Bayburt,89.35149573,107.2603882,88.76830454,22.37569848,47.83873404,49.18351175,39.71407329,64.74581848,509.2380245
116,BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,Bilecik,89.8891701,90.89736327,86.07795828,45.0954481,50.61836402,36.78083506,35.01301119,72.06185633,506.4340064
117,OSMANİYE KORKUT ATA ÜNİVERSİTESİ,Osmaniye,85.61255193,96.01075062,82.20834977,48.08504731,56.65457773,35.80092759,34.93981107,65.36240588,504.6744219
118,DEMİROĞLU BİLİM ÜNİVERSİTESİ,İstanbul,70.62104399,105.8260379,103.8148197,8.569792493,83.27321118,51.15940515,55.05564507,0.2,478.5199555
119,ÜSKÜDAR ÜNİVERSİTESİ,İstanbul,88.96130089,109.0633646,76.37294112,62.78306592,18.6095913,58.01525891,30.27370271,33.68832457,477.76755
120,GÜMÜŞHANE ÜNİVERSİTESİ,Gümüşhane,73.35617209,95.84917124,86.93131077,60.21488236,51.98638397,35.2289817,40.17248167,31.4503258,475.1897096
121,ARTVİN ÇORUH ÜNİVERSİTESİ,Artvin,81.71982409,96.98186126,86.01364156,16.79315796,67.17846241,42.84005739,37.92726846,44.73715239,474.1914255
122,PİRİ REİS ÜNİVERSİTESİ,İstanbul,81.8623246,84.35070566,120.7302352,23.40871086,38.23710529,40.56629069,32.85972348,46.24270852,468.2578042
123,ARDAHAN ÜNİVERSİTESİ,Ardahan,85.96909975,105.9766455,77.23425817,34.04227584,67.53087239,47.84085866,36.99449285,9.998956003,465.5874592
124,TED ÜNİVERSİTESİ,Ankara,81.55417053,88.98927986,84.50416542,2.823736288,41.00799672,52.97301652,33.12589017,78.43648698,463.4147425
125,ANTALYA BİLİM ÜNİVERSİTESİ,Antalya,76.64772034,104.3667747,71.41507864,2.146060812,58.39809692,55.83885109,23.22350483,67.37475181,459.4108392
126,MUŞ ALPARSLAN ÜNİVERSİTESİ,Muş,91.55252038,104.6839378,84.45625644,14.69285711,63.54030345,45.67194478,33.84794497,11.63474679,450.0805117
127,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,İstanbul,74.62284832,64.84694836,63.86295831,113.0220646,12.03501337,47.99369808,23.48200375,48.48987706,448.3554118
128,AMASYA ÜNİVERSİTESİ,Amasya,86.23213543,85.75008042,89.95611839,13.70195557,72.12569419,36.0572737,41.38914797,22.06821294,447.2806186
129,TÜRK HAVA KURUMU ÜNİVERSİTESİ,Ankara,82.05915758,106.1966743,82.35860494,40.12405131,25.17050182,49.91952767,35.98621248,24.94651601,446.7612461
130,İSTANBUL OKAN ÜNİVERSİTESİ,İstanbul,59.91878217,69.4097497,69.65199553,91.8624971,49.14894492,43.81686742,31.13399718,29.33022687,444.2730609
131,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,Ağrı,92.76044665,108.1929532,80.77749208,9.920425577,45.30384125,52.11648657,36.90452663,12.7881571,438.7643291
132,BİTLİS EREN ÜNİVERSİTESİ,Bitlis,72.7910736,97.64496611,92.56677406,8.607298177,59.54584624,48.03257936,40.28114163,18.47920359,437.9488828
133,İSTANBUL GELİŞİM ÜNİVERSİTESİ,İstanbul,94.7244999,112.102277,74.25330107,33.4588422,26.85597139,61.55380254,26.9510026,3.046090535,432.9457872
134,İSTANBUL AYDIN ÜNİVERSİTESİ,İstanbul,66.6778831,66.38702577,103.0764273,72.60720599,39.81618852,34.4528909,30.51693763,18.92781896,432.4623781
135,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,Sakarya,85.95889848,65.41808659,55.43696674,71.73036825,49.30918248,37.84849534,23.98214644,41.5271347,431.211279
136,TARSUS ÜNİVERSİTESİ,Mersin,85.50920754,50.64814089,55.01313708,55.77870846,82.38534633,38.75389533,25.99228524,27.44157166,421.5222925
137,KİLİS 7 ARALIK ÜNİVERSİTESİ,Kilis,73.60620502,96.05168491,77.0031536,7.394384689,45.32764799,40.10561376,35.03584868,44.99433735,419.518876
138,BATMAN ÜNİVERSİTESİ,Batman,77.27451491,91.53613816,74.68794186,32.8581454,56.28230794,31.59586705,33.89385868,20.24594721,418.3747212
139,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,İstanbul,32.1479018,45.54033387,72.7087914,122.4896641,61.22612869,29.8702966,12.17241279,40.47926127,416.6347905
140,IŞIK ÜNİVERSİTESİ,İstanbul,59.26368058,74.46768711,74.74186493,46.61224014,19.94988412,47.99918526,27.69244373,63.01182859,413.7388145
141,ÇAĞ ÜNİVERSİTESİ,Mersin,78.46972521,139.7192951,92.0713189,19.19277188,7.56897481,55.24429419,13.28334181,0.2,405.7497218
142,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,İstanbul,43.66147574,80.4114759,69.45489679,55.86108772,4.877987536,42.32989752,28.61465213,75.02079704,400.2322704
143,MALTEPE ÜNİVERSİTESİ,İstanbul,51.05060392,61.05386697,60.19546063,92.73051774,60.90877487,27.75023657,27.12240796,19.01338016,399.8252488
144,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ,Antalya,71.41453298,62.7604882,70.49190659,21.08270488,45.74224135,27.37905809,32.58939615,66.85754156,398.3178698
145,İBN HALDUN ÜNİVERSİTESİ,İstanbul,34.68354355,69.87114738,46.49124358,100.6970311,71.10382475,46.87414185,7.735592184,15.0984127,392.5549371
146,TÜRK-ALMAN ÜNİVERSİTESİ,İstanbul,78.84887986,89.18818168,63.77247283,24.03798707,34.42426545,52.63883698,17.71701629,31.39690246,392.0245426
147,UFUK ÜNİVERSİTESİ,Ankara,79.74854572,60.38242755,87.2613241,11.5299256,72.92691831,26.97259642,43.6408845,8.311358025,390.7739802
148,İSTANBUL TİCARET ÜNİVERSİTESİ,İstanbul,50.56587673,56.59345682,60.9309427,112.6334524,17.65404192,37.66591042,23.40973834,26.06476123,385.5181806
149,MEF ÜNİVERSİTESİ,İstanbul,58.01383542,78.93261446,68.58250047,1.736287948,25.50119265,49.61819793,25.23025606,77.21886435,384.8337493
150,KIRKLARELİ ÜNİVERSİTESİ,Kırklareli,67.76821965,75.83714221,69.27193606,13.54104909,42.83771016,36.88210544,29.03387841,41.11829632,376.2903373
151,DOĞUŞ ÜNİVERSİTESİ,İstanbul,60.67958809,84.40332488,67.19625477,38.36600828,30.28948825,54.4247519,24.16369701,16.4228633,375.9459765
152,MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,Malaya,82.90033783,54.15064444,48.34582925,23.58628251,98.10882874,17.66379596,25.93430477,23.18440144,373.874425
153,KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,Kütahya,84.49523346,43.74114651,65.84840287,14.48867611,80.33765363,17.15996336,34.29585898,32.96392584,373.3308608
154,YÜKSEK İHTİSAS ÜNİVERSİTESİ,Ankara,41.62516233,125.3801871,42.99032413,0.2,99,22.38272421,23.29609505,8.092132132,362.9666249
155,HAKKARİ ÜNİVERSİTESİ,Hakkari,67.36237608,78.57340484,59.06335035,0.2,85.55125077,40.97683665,25.83703075,0.2,357.7642494
156,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,İstanbul,48.67367802,63.56877023,64.44302146,27.32800843,65.44782315,22.0377456,31.90151358,31.4503258,354.8508863
157,KTO KARATAY ÜNİVERSİTESİ,Konya,53.27958922,65.37992458,83.70226142,30.08329506,33.29926475,35.74217236,30.90676672,16.65208165,349.0453558
158,ŞIRNAK ÜNİVERSİTESİ,Şırnak,39.04389006,50.82736114,64.99611862,26.6372865,71.83758408,22.53039579,17.69793958,46.92832079,340.4988966
159,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ,Balıkesir,76.77545818,61.52182249,53.30117224,38.80381443,46.64816416,25.45711545,25.51596713,11.08088515,339.1043992
